manifest,arm,tag,formula,candidate_status,seed,site_index,initial_metal,eta_V,pls,dG_OH,dG_O,dG_OOH,OH_m_o_A,OH_tier,OH_h_location,OH_category,O_m_o_A,O_tier,O_category,OOH_m_o_A,OOH_tier,OOH_o_o_A,OOH_o_o_class,OOH_h_location,OOH_h_carrier,OOH_binding_O,OOH_binding_metal,OOH_category,OOH_slab_rms_A,OOH_slab_max_A,unconverged_states,weak_states,reconstructed_states,pathway,all_states_intact,all_states_adsorbate_intact
mpa0__Cu8Cr23Mn35Co34,CENSUS-1,mpa0,Cu8Cr23Mn35Co34,evaluated,1,3,Mn,1.1387536555993432,2,1.6478794606753362,4.016633116274679,3.3836640041708974,1.8555073992353222,bound,ON_ADSORBATE,NORMAL,1.8448919555944598,bound,NORMAL,3.303571133235121,desorbed,1.230987750689378,O2_LIKE,H_TRANSFERRED,slab_O,proximal_O,Mn,DESORPTION,0.054136336918584015,0.1365940307441734,0,0,0,undefined,False,False
mpa0__Cu8Cr23Mn35Co34,CENSUS-1,mpa0,Cu8Cr23Mn35Co34,evaluated,2,0,Co,0.9680595766804156,2,1.61523118874535,3.8132907654257657,2.801341811725878,1.7942636632705733,bound,ON_ADSORBATE,NORMAL,1.6481494416285447,bound,NORMAL,2.957005157547883,weak,1.2361372551093992,O2_LIKE,H_TRANSFERRED,slab_O,proximal_O,Co,DISSOCIATION,0.06760182785013,0.2031397844205893,0,1,0,bridge,False,False
mpa0__Cu8Cr23Mn35Co34,CENSUS-1,mpa0,Cu8Cr23Mn35Co34,evaluated,2,1,Co,0.7557679417210732,2,1.7281900295611998,3.713957971282273,4.468844006632311,1.795412875098705,bound,ON_ADSORBATE,NORMAL,1.6497201470999876,bound,NORMAL,1.8423991080342312,bound,1.3778909501614212,OOH_LIKE,ON_ADSORBATE,terminal_O,proximal_O,Co,NORMAL,0.045534167710718707,0.11178814278954798,0,0,0,cus,True,True
mpa0__Cu8Cr23Mn35Co34,CENSUS-1,mpa0,Cu8Cr23Mn35Co34,evaluated,2,2,Mn,1.1547789799015202,2,1.5065628055327474,3.8913417854342676,2.7332951756089314,1.8664961872996977,bound,ON_ADSORBATE,NORMAL,1.7974211100940656,bound,NORMAL,3.7295888593560016,desorbed,1.2344975237766918,O2_LIKE,H_TRANSFERRED,slab_O,distal_O,Mn,DESORPTION,0.054320514003339676,0.23943749571023984,0,0,0,undefined,False,False
mpa0__Cu8Cr23Mn35Co34,CENSUS-1,mpa0,Cu8Cr23Mn35Co34,evaluated,2,3,Cr,0.9638652268116639,4,1.5187202221831861,3.2518356852230887,2.726134773188336,1.8687665267916067,bound,ON_ADSORBATE,NORMAL,1.586011506629079,bound,RECONSTRUCTION,3.707600154975306,desorbed,1.2353400520756952,O2_LIKE,H_TRANSFERRED,slab_O,distal_O,Co,DESORPTION,0.058914329270072265,0.2582859419034644,0,0,1,undefined,False,False
mpa0__Cu22Fe30Co32Mn15,CENSUS-1,mpa0,Cu22Fe30Co32Mn15,evaluated,0,0,Co,0.7956531821512538,2,1.8197559738159392,3.845409155967193,4.728845330405024,1.7745074430574492,bound,ON_ADSORBATE,RECONSTRUCTION,1.6190641746162773,bound,RECONSTRUCTION,1.8916219012860944,bound,1.3588904827287782,SUPEROXO_LIKE,ON_ADSORBATE,terminal_O,proximal_O,Co,NORMAL,0.07674429184216568,0.40096940234207606,0,0,2,cus,False,True
mpa0__Cu22Fe30Co32Mn15,CENSUS-1,mpa0,Cu22Fe30Co32Mn15,evaluated,0,1,Fe,1.2773204083203193,2,1.8121689533217826,4.319489361642102,4.6336866168002775,1.8729842239671803,bound,ON_ADSORBATE,NORMAL,1.7230479814948956,bound,RECONSTRUCTION,2.968616549313645,weak,1.3302417257009773,SUPEROXO_LIKE,ON_ADSORBATE,binding_O,distal_O,Fe,NORMAL,0.026311811678551508,0.08859801176600139,0,1,1,cus,False,True
mpa0__Cu22Fe30Co32Mn15,CENSUS-1,mpa0,Cu22Fe30Co32Mn15,evaluated,0,2,Fe,1.3049651509352014,2,1.8147002769124136,4.349665427847615,3.1810391950538714,1.8786538401833783,bound,ON_ADSORBATE,NORMAL,1.7245008659140868,bound,NORMAL,3.8122812403826933,desorbed,1.23243269030463,O2_LIKE,H_TRANSFERRED,slab_O,distal_O,Cu,DESORPTION,0.05388595435292762,0.144123185465126,1,0,0,undefined,False,False
mpa0__Cu22Fe30Co32Mn15,CENSUS-1,mpa0,Cu22Fe30Co32Mn15,evaluated,0,3,Co,0.9632241904766952,4,1.8135376029175299,3.852804415531839,2.726775809523305,1.7706199958470754,bound,ON_ADSORBATE,NORMAL,1.6259431557955728,bound,RECONSTRUCTION,4.056109394678583,desorbed,1.2305199453036737,O2_LIKE,H_TRANSFERRED,slab_O,proximal_O,Co,DESORPTION,0.07257225401027531,0.26206903171862367,0,0,1,undefined,False,False
mpa0__Cu22Fe30Co32Mn15,CENSUS-1,mpa0,Cu22Fe30Co32Mn15,evaluated,1,0,Fe,1.2121206248367837,2,1.969744172665481,4.411864797502265,4.905040811739754,1.9318162822773002,bound,ON_ADSORBATE,NORMAL,1.8878830599479723,bound,NORMAL,2.7623901318090187,weak,1.3183863692900981,SUPEROXO_LIKE,ON_ADSORBATE,terminal_O,proximal_O,Fe,NORMAL,0.02274075164706726,0.05135824859213333,0,1,0,cus,True,True
mpa0__Cu22Fe30Co32Mn15,CENSUS-1,mpa0,Cu22Fe30Co32Mn15,evaluated,1,1,Cu,0.8655204498871703,1,2.0955204498871702,1.5433751643272198,3.184784404084725,1.8676607807227659,bound,ON_ADSORBATE,NORMAL,3.542100604760482,desorbed,DESORPTION,3.235558658785518,desorbed,1.2300574722924578,O2_LIKE,H_TRANSFERRED,slab_O,proximal_O,Cu,DESORPTION,0.06724696330908074,0.18569639719731923,0,0,1,undefined,False,False
mpa0__Cu22Fe30Co32Mn15,CENSUS-1,mpa0,Cu22Fe30Co32Mn15,evaluated,1,2,Fe,1.209540229659778,2,1.9646683123514443,4.404208542011222,4.907595788004132,1.9142440446236304,bound,ON_ADSORBATE,NORMAL,1.8816669826874435,bound,NORMAL,2.768965626287334,weak,1.3182358818924826,SUPEROXO_LIKE,ON_ADSORBATE,terminal_O,proximal_O,Fe,NORMAL,0.02736985472797275,0.06258472750325156,0,1,0,cus,True,True
mpa0__Cu22Fe30Co32Mn15,CENSUS-1,mpa0,Cu22Fe30Co32Mn15,evaluated,1,3,Co,0.9563610466171024,2,1.903736270714456,4.0900973173315585,3.296678184075121,1.8109965951574611,bound,ON_ADSORBATE,NORMAL,1.6496220443542045,bound,NORMAL,3.9568381388732274,desorbed,1.235526050048373,O2_LIKE,H_TRANSFERRED,slab_O,distal_O,Cu,DESORPTION,0.05844425171479608,0.20282717888558086,1,0,0,undefined,False,False
mpa0__Cu22Fe30Co32Mn15,CENSUS-1,mpa0,Cu22Fe30Co32Mn15,evaluated,2,0,Mn,0.9921484365651039,3,1.7304177009092663,1.0815976320441545,3.3037460686092586,1.8852810443752608,bound,ON_ADSORBATE,NORMAL,3.668835867891998,desorbed,DESORPTION,3.897432059282749,desorbed,1.229029636023307,O2_LIKE,H_TRANSFERRED,slab_O,proximal_O,Mn,DESORPTION,0.07842238405217973,0.1845034138987982,0,0,1,undefined,False,False
mpa0__Cu22Fe30Co32Mn15,CENSUS-1,mpa0,Cu22Fe30Co32Mn15,evaluated,2,1,Co,0.9070529217920846,2,1.8823485237123472,4.019401445504432,3.213033369330334,1.7609928876151437,bound,ON_ADSORBATE,RECONSTRUCTION,1.630467548386184,bound,RECONSTRUCTION,3.967611454413299,desorbed,1.2321117321849369,O2_LIKE,H_TRANSFERRED,slab_O,distal_O,Co,DESORPTION,0.06263682633561006,0.1585169175701913,0,0,2,undefined,False,False
mpa0__Cu22Fe30Co32Mn15,CENSUS-1,mpa0,Cu22Fe30Co32Mn15,evaluated,2,2,Fe,1.2382114159073847,2,1.9272094198439853,4.39542083575137,2.711752305836059,1.8778774258100726,bound,ON_ADSORBATE,NORMAL,1.7127036917754495,bound,NORMAL,3.8757470852081743,desorbed,1.230890039026577,O2_LIKE,H_TRANSFERRED,slab_O,distal_O,Fe,DESORPTION,0.06398243670719461,0.2772072078326788,0,0,0,undefined,False,False
mpa0__Cu22Fe30Co32Mn15,CENSUS-1,mpa0,Cu22Fe30Co32Mn15,evaluated,2,3,Fe,1.3345192976904894,2,1.7758643941854424,4.340383691875932,4.694866576854567,1.8573693259587971,bound,ON_ADSORBATE,NORMAL,1.707781304427927,bound,NORMAL,2.770698931370608,weak,1.3361494792544728,SUPEROXO_LIKE,ON_ADSORBATE,binding_O,distal_O,Fe,NORMAL,0.028957353774125116,0.05801783270717375,0,1,0,cus,True,True
mpa0__Cr33Co5Ni29Cu33,CENSUS-1,mpa0,Cr33Co5Ni29Cu33,evaluated,0,0,Ni,1.117431203208893,2,1.9210998351723227,4.268531038381216,2.7237863924688113,1.9108374673422412,bound,ON_ADSORBATE,NORMAL,1.7695620456906922,bound,RECONSTRUCTION,2.8564061939318344,weak,1.280783141000647,SUPEROXO_LIKE,H_TRANSFERRED,slab_O,proximal_O,Ni,DISSOCIATION,0.1004081944607046,0.28490999680661655,1,1,1,bridge,False,False
mpa0__Cr33Co5Ni29Cu33,CENSUS-1,mpa0,Cr33Co5Ni29Cu33,evaluated,0,1,Cr,0.78816671191798,1,2.01816671191798,3.704597172361364,3.2824714214466453,1.8370928882364839,bound,ON_ADSORBATE,NORMAL,1.595420198774217,bound,RECONSTRUCTION,3.403192367012356,desorbed,1.2259884148761826,O2_LIKE,H_TRANSFERRED,slab_O,distal_O,Cu,DESORPTION,0.07297186359992523,0.20584132169619943,0,0,1,undefined,False,False
mpa0__Cr33Co5Ni29Cu33,CENSUS-1,mpa0,Cr33Co5Ni29Cu33,evaluated,0,2,Cr,0.902534313637644,1,2.132534313637644,3.591100026833974,3.1863506539483537,1.9676494269743139,bound,ON_ADSORBATE,NORMAL,1.5901207909962873,bound,RECONSTRUCTION,3.5197419482179924,desorbed,1.228042933198071,O2_LIKE,H_TRANSFERRED,slab_O,distal_O,Ni,DESORPTION,0.09031553702819983,0.3531712163015721,0,0,1,undefined,False,False
mpa0__Cr33Co5Ni29Cu33,CENSUS-1,mpa0,Cr33Co5Ni29Cu33,evaluated,0,3,Cu,0.8044529413917743,3,1.57535242192372,1.1979368399114814,3.232389781303256,1.8432708122517767,bound,ON_ADSORBATE,RECONSTRUCTION,3.1078104627355687,desorbed,DESORPTION,3.650071905152001,desorbed,1.235320666934354,O2_LIKE,H_TRANSFERRED,slab_O,distal_O,Ni,DESORPTION,0.06948941201458125,0.20095469328887766,1,0,2,undefined,False,False
mpa0__Cr33Co5Ni29Cu33,CENSUS-1,mpa0,Cr33Co5Ni29Cu33,evaluated,1,0,Co,0.7424755211876581,4,1.7047654077202545,1.56787451038716,2.947524478812342,1.7694570756910608,bound,ON_ADSORBATE,RECONSTRUCTION,4.1198206726749795,desorbed,DESORPTION,3.7539165976048197,desorbed,1.2338278236125664,O2_LIKE,H_TRANSFERRED,slab_O,distal_O,Ni,DESORPTION,0.06953006357880902,0.17475304873704503,0,0,2,undefined,False,False
mpa0__Cr33Co5Ni29Cu33,CENSUS-1,mpa0,Cr33Co5Ni29Cu33,evaluated,1,1,Cr,1.0216574701223484,1,2.2516574701223484,3.4218648291329465,3.071785774060858,1.8017142674689608,bound,ON_ADSORBATE,RECONSTRUCTION,1.5935642576929445,bound,RECONSTRUCTION,3.4616962519527235,desorbed,1.2289993780991695,O2_LIKE,H_TRANSFERRED,slab_O,distal_O,Ni,DESORPTION,0.2669040070244729,0.7737773266544757,0,0,3,undefined,False,False
mpa0__Cr33Co5Ni29Cu33,CENSUS-1,mpa0,Cr33Co5Ni29Cu33,evaluated,1,2,Ni,0.5172986131125741,3,1.739919366159905,1.4685010763599033,3.2157996894724774,1.8649993429700682,bound,ON_ADSORBATE,NORMAL,3.8637963466508696,desorbed,DESORPTION,3.7504635651945204,desorbed,1.237442036003646,O2_LIKE,H_TRANSFERRED,slab_O,distal_O,Ni,DESORPTION,0.15133774603638353,0.5679409901283088,0,0,2,undefined,False,False
mpa0__Cr33Co5Ni29Cu33,CENSUS-1,mpa0,Cr33Co5Ni29Cu33,evaluated,1,3,Ni,1.09432927284203,2,1.8755444586990628,4.199873731541093,3.300786010835226,1.90768478213279,bound,ON_ADSORBATE,NORMAL,1.7765180087604402,bound,RECONSTRUCTION,2.891632891308352,weak,1.232207603172176,O2_LIKE,H_TRANSFERRED,slab_O,distal_O,Ni,DISSOCIATION,0.17409435444245502,0.4907027037692932,1,1,1,bridge,False,False
mpa0__Cr33Co5Ni29Cu33,CENSUS-1,mpa0,Cr33Co5Ni29Cu33,evaluated,2,0,Cu,0.9760869462647559,2,2.187152633619997,4.393239579884753,3.5137016417221516,1.8958276196684734,bound,ON_ADSORBATE,NORMAL,1.7750055106256826,bound,RECONSTRUCTION,4.004626404496843,desorbed,1.2314429001957832,O2_LIKE,H_TRANSFERRED,slab_O,distal_O,Cr,DESORPTION,0.43273679625685996,1.4615886246351706,0,0,2,undefined,False,False
mpa0__Cr33Co5Ni29Cu33,CENSUS-1,mpa0,Cr33Co5Ni29Cu33,evaluated,2,1,Cu,0.864732113304937,2,1.8045553837466408,3.899287497051578,3.308141559864113,1.8709658531420161,bound,ON_ADSORBATE,RECONSTRUCTION,1.8033599713973383,bound,NORMAL,3.6789682447421934,desorbed,1.2319227473138765,O2_LIKE,H_TRANSFERRED,slab_O,proximal_O,Cu,DESORPTION,0.12109549992412215,0.4546531804174973,0,0,1,undefined,False,False
mpa0__Cr33Co5Ni29Cu33,CENSUS-1,mpa0,Cr33Co5Ni29Cu33,evaluated,2,2,Ni,1.2330667855208315,2,2.0454417778646197,4.508508563385451,3.3993527840999618,1.9520012150536867,bound,ON_ADSORBATE,NORMAL,1.855770821992962,bound,NORMAL,4.089095808441874,desorbed,1.2341374951973747,O2_LIKE,H_TRANSFERRED,slab_O,distal_O,Ni,DESORPTION,0.4231245200172537,1.3814681882677322,0,0,1,undefined,False,False
mpa0__Cr33Co5Ni29Cu33,CENSUS-1,mpa0,Cr33Co5Ni29Cu33,evaluated,2,3,Cr,0.720037534893307,1,1.950037534893307,3.0209632722096877,3.4261913001161033,1.8704879289431415,bound,ON_ADSORBATE,RECONSTRUCTION,2.0264310296741876,bound,NORMAL,3.5492121133058356,desorbed,1.235236118509436,O2_LIKE,H_TRANSFERRED,slab_O,distal_O,Cu,DESORPTION,0.10798964793088912,0.3097795081316653,0,0,1,undefined,False,False
mpa0__Mn31Ni31Co33Cu6,CENSUS-1,mpa0,Mn31Ni31Co33Cu6,evaluated,0,0,Ni,1.283628531927972,2,1.8293521075796328,4.342980639507605,4.573296758874109,1.8775369015169727,bound,ON_ADSORBATE,NORMAL,1.818630619793688,bound,NORMAL,2.0453538792981947,bound,1.3405148900677775,SUPEROXO_LIKE,ON_ADSORBATE,terminal_O,proximal_O,Ni,NORMAL,0.02858771702612666,0.13068237103906044,0,0,0,cus,True,True
mpa0__Mn31Ni31Co33Cu6,CENSUS-1,mpa0,Mn31Ni31Co33Cu6,evaluated,0,1,Ni,0.8764715794594062,4,1.8867760897354864,1.540788714088681,2.8135284205405937,1.9323552305664244,bound,ON_ADSORBATE,NORMAL,2.953290549411886,weak,MIGRATION,3.5067981364679226,desorbed,1.2250969713889366,O2_LIKE,H_TRANSFERRED,slab_O,distal_O,Ni,DESORPTION,0.0560796538424813,0.16206542027511067,0,1,0,undefined,False,False
mpa0__Mn31Ni31Co33Cu6,CENSUS-1,mpa0,Mn31Ni31Co33Cu6,evaluated,0,2,Mn,1.280322518248739,4,1.7606263602532075,2.647325660091415,2.409677481751261,1.8901695558433877,bound,ON_ADSORBATE,NORMAL,2.0507876576533577,bound,NORMAL,3.4206488342723453,desorbed,1.2260499164672065,O2_LIKE,H_TRANSFERRED,slab_O,proximal_O,Ni,DESORPTION,0.06891518302411775,0.26346233763477567,0,0,0,undefined,False,False
mpa0__Mn31Ni31Co33Cu6,CENSUS-1,mpa0,Mn31Ni31Co33Cu6,evaluated,0,3,Co,0.6683335322074262,1,1.8983335322074262,2.571738895071608,3.058758662151719,1.7994371915240033,bound,ON_ADSORBATE,RECONSTRUCTION,1.9140305881042887,bound,NORMAL,3.7413376685255724,desorbed,1.235079575950425,O2_LIKE,H_TRANSFERRED,slab_O,distal_O,Co,DESORPTION,0.0871688139877074,0.23772063459544446,0,0,1,undefined,False,False
mpa0__Mn31Ni31Co33Cu6,CENSUS-1,mpa0,Mn31Ni31Co33Cu6,evaluated,1,0,Ni,1.0711041477159151,4,1.6899956353221008,2.2931026664622074,2.618895852284085,1.900937346333814,bound,ON_ADSORBATE,NORMAL,2.2469797013030215,weak,NORMAL,2.5691872541058656,weak,1.230178149204964,O2_LIKE,H_TRANSFERRED,slab_O,distal_O,Ni,DISSOCIATION,0.06345927777014289,0.16283163614841734,0,2,0,bridge,False,False
mpa0__Mn31Ni31Co33Cu6,CENSUS-1,mpa0,Mn31Ni31Co33Cu6,evaluated,1,1,Mn,1.0083960764748934,2,1.7084012293616646,3.946797305836558,2.707556845609419,1.8953979032648698,bound,ON_ADSORBATE,NORMAL,1.8867840676059782,bound,NORMAL,3.41975182842468,desorbed,1.2290616349230012,O2_LIKE,H_TRANSFERRED,slab_O,proximal_O,Mn,DESORPTION,0.04254791578466275,0.14994657863623773,0,0,0,undefined,False,False
mpa0__Mn31Ni31Co33Cu6,CENSUS-1,mpa0,Mn31Ni31Co33Cu6,evaluated,1,2,Ni,0.9318203682700537,4,1.8441499193872581,2.251827805879291,2.7581796317299463,1.87001934719625,bound,ON_ADSORBATE,NORMAL,2.905267993147873,weak,RECONSTRUCTION,2.4780411338229524,weak,1.2367416078242404,O2_LIKE,H_TRANSFERRED,slab_O,proximal_O,Ni,DISSOCIATION,0.08578389736203713,0.25570663810591027,0,2,1,bridge,False,False
mpa0__Mn31Ni31Co33Cu6,CENSUS-1,mpa0,Mn31Ni31Co33Cu6,evaluated,1,3,Ni,0.7107430126279732,4,1.895068238619809,2.8683349200837007,2.9792569873720267,1.8950876893736202,bound,ON_ADSORBATE,NORMAL,1.9919918864794828,bound,NORMAL,2.5029999382414454,weak,1.235114950256683,O2_LIKE,H_TRANSFERRED,slab_O,proximal_O,Ni,DISSOCIATION,0.0683050270731258,0.2108421076165505,0,1,0,bridge,False,False
mpa0__Mn31Ni31Co33Cu6,CENSUS-1,mpa0,Mn31Ni31Co33Cu6,evaluated,2,0,Co,0.8366161257630704,2,1.9207996567716585,3.987415782534729,2.9963120614596632,1.7851520712376985,bound,ON_ADSORBATE,NORMAL,1.6637878696122852,bound,NORMAL,3.6078348550056814,desorbed,1.2241520747354455,O2_LIKE,H_TRANSFERRED,slab_O,proximal_O,Co,DESORPTION,0.056422954895073416,0.14548305577585258,0,0,0,undefined,False,False
mpa0__Mn31Ni31Co33Cu6,CENSUS-1,mpa0,Mn31Ni31Co33Cu6,evaluated,2,1,Co,1.017182744999074,2,1.7214597473433408,3.968642492342415,3.4082387899916866,1.7966108174595252,bound,ON_ADSORBATE,NORMAL,1.6841389326576737,bound,NORMAL,3.7325556910172484,desorbed,1.2343292175887326,O2_LIKE,H_TRANSFERRED,slab_O,distal_O,Mn,DESORPTION,0.061991582053712656,0.21691789762149932,0,0,0,undefined,False,False
mpa0__Mn31Ni31Co33Cu6,CENSUS-1,mpa0,Mn31Ni31Co33Cu6,evaluated,2,2,Ni,1.3476302016384247,4,1.8150428101015117,2.6811747328196454,2.342369798361575,1.8840328938684152,bound,ON_ADSORBATE,NORMAL,2.0127098537771877,bound,RECONSTRUCTION,3.505654447254213,desorbed,1.2254804725635526,O2_LIKE,H_TRANSFERRED,slab_O,proximal_O,Ni,DESORPTION,0.050473169463154416,0.24593097293160543,0,0,1,undefined,False,False
mpa0__Mn31Ni31Co33Cu6,CENSUS-1,mpa0,Mn31Ni31Co33Cu6,evaluated,2,3,Mn,1.161156982938932,2,1.5188285158853554,3.9099854988242875,3.2530603577653223,1.8735308452601265,bound,ON_ADSORBATE,NORMAL,1.8592726193234934,bound,NORMAL,3.7809238495666095,desorbed,1.2309403595001902,O2_LIKE,H_TRANSFERRED,slab_O,distal_O,Mn,DESORPTION,0.06955207249532219,0.1843997947854142,0,0,0,undefined,False,False
mpa0__Fe31Cu25Cr13Ni31,CENSUS-1,mpa0,Fe31Cu25Cr13Ni31,evaluated,0,0,Cu,0.6771430805058989,1,1.9071430805058989,1.8877652569713386,3.2382239725816375,1.8779851628457873,bound,ON_ADSORBATE,RECONSTRUCTION,3.779202659304229,desorbed,DESORPTION,3.241513723742177,desorbed,1.2395192923084932,O2_LIKE,H_TRANSFERRED,slab_O,proximal_O,Cu,DESORPTION,0.21467674288115407,0.8988927551186304,0,0,3,undefined,False,False
mpa0__Fe31Cu25Cr13Ni31,CENSUS-1,mpa0,Fe31Cu25Cr13Ni31,evaluated,0,1,Fe,0.7413168328302513,4,1.7887381283315684,1.4248238252569403,2.9486831671697487,1.9020695781700911,bound,ON_ADSORBATE,RECONSTRUCTION,3.884834198947551,desorbed,DESORPTION,3.7011258517533405,desorbed,1.2326809492172561,O2_LIKE,H_TRANSFERRED,slab_O,distal_O,Fe,DESORPTION,0.20568812598738123,0.873183234082498,0,0,3,undefined,False,False
mpa0__Fe31Cu25Cr13Ni31,CENSUS-1,mpa0,Fe31Cu25Cr13Ni31,evaluated,0,2,Fe,1.1681640952258174,2,1.7914715623791957,4.189635657605013,3.1305135523205094,1.8854806714382806,bound,ON_ADSORBATE,RECONSTRUCTION,1.8295408409308558,bound,RECONSTRUCTION,3.8101368880058244,desorbed,1.234538485948972,O2_LIKE,H_TRANSFERRED,slab_O,distal_O,Cu,DESORPTION,0.24978559652403368,0.9228798713614382,0,0,3,undefined,False,False
mpa0__Fe31Cu25Cr13Ni31,CENSUS-1,mpa0,Fe31Cu25Cr13Ni31,evaluated,0,3,Ni,0.9336193913086968,4,1.7879593129333906,0.8512119070158273,2.756380608691303,1.9567726065509612,bound,ON_ADSORBATE,RECONSTRUCTION,3.9425033422882145,desorbed,DESORPTION,3.587529967845883,desorbed,1.231287965332228,O2_LIKE,H_TRANSFERRED,slab_O,distal_O,Ni,DESORPTION,0.0782454947733234,0.21977185306653596,0,0,2,undefined,False,False
mpa0__Fe31Cu25Cr13Ni31,CENSUS-1,mpa0,Fe31Cu25Cr13Ni31,evaluated,1,0,Cu,0.9410798987433244,1,2.1710798987433244,0.9349213437760435,3.086798234241486,1.8807027551131201,bound,ON_ADSORBATE,NORMAL,3.3460456903514864,desorbed,DESORPTION,3.1686431580447367,desorbed,1.2273987194009297,O2_LIKE,H_TRANSFERRED,slab_O,distal_O,Cu,DESORPTION,0.08367309715861138,0.23362379380619963,0,0,1,undefined,False,False
mpa0__Fe31Cu25Cr13Ni31,CENSUS-1,mpa0,Fe31Cu25Cr13Ni31,evaluated,1,1,Fe,1.1054868720295001,2,1.8189644499327309,4.154451321962231,3.2737167646041043,1.8913882632844021,bound,ON_ADSORBATE,NORMAL,1.8015988964743725,bound,NORMAL,3.727700416114752,desorbed,1.2386986485761753,O2_LIKE,H_TRANSFERRED,slab_O,distal_O,Ni,DESORPTION,0.094627847124359,0.23295306116739767,0,0,0,undefined,False,False
mpa0__Fe31Cu25Cr13Ni31,CENSUS-1,mpa0,Fe31Cu25Cr13Ni31,evaluated,1,2,Cu,1.069302166479234,3,2.1566225653688442,0.9047696974080035,3.2040718638872376,1.8766049739680255,bound,ON_ADSORBATE,NORMAL,3.468474161820486,desorbed,DESORPTION,3.5859021772128776,desorbed,1.2356934391409156,O2_LIKE,H_TRANSFERRED,slab_O,distal_O,Cu,DESORPTION,0.06823184760999855,0.18851083009009179,0,0,1,undefined,False,False
mpa0__Fe31Cu25Cr13Ni31,CENSUS-1,mpa0,Fe31Cu25Cr13Ni31,evaluated,1,3,Cr,2.0673104155862227,3,1.9012904109165683,1.4757912435210054,4.773101659107228,1.8487680121841021,bound,ON_ADSORBATE,NORMAL,3.6297271840854117,desorbed,DESORPTION,3.6581287023846163,desorbed,1.3421247163584853,SUPEROXO_LIKE,ON_ADSORBATE,binding_O,distal_O,Cr,DESORPTION,0.029746457998520173,0.06081761965700524,0,0,1,undefined,False,False
mpa0__Fe31Cu25Cr13Ni31,CENSUS-1,mpa0,Fe31Cu25Cr13Ni31,evaluated,2,0,Ni,0.8280098845958159,4,1.8559411835504087,1.0134102783362418,2.861990115404184,1.845472407176389,bound,ON_ADSORBATE,NORMAL,3.6974461900950697,desorbed,DESORPTION,3.4258648014764588,desorbed,1.2247942320475056,O2_LIKE,H_TRANSFERRED,slab_O,distal_O,Cu,DESORPTION,0.07126493076475267,0.2080132359297585,0,0,1,undefined,False,False
mpa0__Fe31Cu25Cr13Ni31,CENSUS-1,mpa0,Fe31Cu25Cr13Ni31,evaluated,2,1,Ni,1.2424454416220367,2,1.9217803366468282,4.394225778268865,4.6460231110482955,1.9215612929497705,bound,ON_ADSORBATE,NORMAL,1.8110992862226702,bound,NORMAL,2.0988780535902962,bound,1.3382467891187668,SUPEROXO_LIKE,ON_ADSORBATE,terminal_O,proximal_O,Ni,NORMAL,0.04877035176160936,0.14140421760734304,0,0,0,cus,True,True
mpa0__Fe31Cu25Cr13Ni31,CENSUS-1,mpa0,Fe31Cu25Cr13Ni31,evaluated,2,2,Cu,0.8277221828168271,1,2.057722182816827,1.8689562010115746,3.011613058777813,1.8585599685623502,bound,ON_ADSORBATE,NORMAL,3.8020658503302767,desorbed,DESORPTION,3.09928947825118,desorbed,1.2316436653657583,O2_LIKE,H_TRANSFERRED,slab_O,proximal_O,Cu,DESORPTION,0.07068002037322021,0.17555749067464252,0,0,1,undefined,False,False
mpa0__Fe31Cu25Cr13Ni31,CENSUS-1,mpa0,Fe31Cu25Cr13Ni31,evaluated,2,3,Fe,1.313427838717443,2,1.8721620046601637,4.415589843377607,3.020006976313313,1.8890874721728916,bound,ON_ADSORBATE,NORMAL,1.7206832514316805,bound,NORMAL,3.7384407807798845,desorbed,1.2278014669487913,O2_LIKE,H_TRANSFERRED,slab_O,distal_O,Fe,DESORPTION,0.09595102976925841,0.2182550030249542,0,0,0,undefined,False,False
mpa0__Mn34Cu7Fe33Cr27,CENSUS-1,mpa0,Mn34Cu7Fe33Cr27,evaluated,0,0,Fe,1.3381031530666672,2,1.823703934934111,4.391807088000778,3.4094262045322252,1.8600049420357625,bound,ON_ADSORBATE,NORMAL,1.6771162921378653,bound,NORMAL,3.757250678217351,desorbed,1.2313335958195217,O2_LIKE,H_TRANSFERRED,slab_O,distal_O,Fe,DESORPTION,0.06324495221519601,0.21208802986676747,0,0,0,undefined,False,False
mpa0__Mn34Cu7Fe33Cr27,CENSUS-1,mpa0,Mn34Cu7Fe33Cr27,evaluated,0,1,Mn,1.2550746193920457,2,1.6692572265555676,4.154331845947613,3.3162079745143287,1.880409687377605,bound,ON_ADSORBATE,NORMAL,1.8780135669723874,bound,NORMAL,3.8679770769683355,desorbed,1.2261661880416046,O2_LIKE,H_TRANSFERRED,slab_O,proximal_O,Mn,DESORPTION,0.06857031698033274,0.22411523267417585,0,0,0,undefined,False,False
mpa0__Mn34Cu7Fe33Cr27,CENSUS-1,mpa0,Mn34Cu7Fe33Cr27,evaluated,0,2,Mn,0.9822163204295871,4,1.577207947166381,1.1956241117507356,2.707783679570413,1.8693254693272672,bound,ON_ADSORBATE,NORMAL,3.7321472023552,desorbed,DESORPTION,3.836090840659694,desorbed,1.2304789838364516,O2_LIKE,H_TRANSFERRED,slab_O,proximal_O,Mn,DESORPTION,0.04771332185643138,0.19743530205100532,0,0,1,undefined,False,False
