screen_id,doi,title,publication_date,label_a,label_b,reason_a,reason_b,route,eligibility_status,method_status
S08771,10.20868/upm.thesis.55954,Systematic research of physicochemical properties of functional photopolymers for additive manufacturing,2019-01-01,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,"Photopolymer functionalization dissertation, unrelated",Photopolymer characterization for additive manufacturing; unrelated field.,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S08772,10.3390/min9120741,Mixed-Habit Type Ib-IaA Diamond from an Udachnaya Eclogite,2019-11-29,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,"Diamond mineralogy from eclogite xenolith, geology",Diamond impurity study from Udachnaya eclogite.,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S08773,10.1016/j.mattod.2019.10.024,A novel generalized metal dissolution approach for the synthesis of mixed valent mesoporous metal oxides,2019-11-25,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,"Mixed-valent mesoporous metal oxide synthesis method, no OER indication.",Synthesis method for mixed-valent mesoporous metal oxides; no OER specifics.,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S08774,10.3390/min9120725,"Trace Elements in Magnetite from the Pagoni Rachi Porphyry Prospect, NE Greece: Implications for Ore Genesis and Exploration",2019-11-24,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,Trace elements in magnetite from porphyry deposit; geology,Trace elements in magnetite from a porphyry deposit; geology.,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S08775,10.3390/min9120730,Copper Minerals at Vesuvius Volcano (Southern Italy): A Mineralogical Review,2019-11-26,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,Mineralogical survey of copper minerals at Vesuvius; geology,"Copper mineral survey at Vesuvius, unrelated field.",PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S08776,10.1016/j.electacta.2019.135375,Micelle-template synthesis of a 3D porous FeNi alloy and nitrogen-codoped carbon material as a bifunctional oxygen electrocatalyst,2019-11-26,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,FeNi alloy/N-doped carbon bifunctional oxygen electrocatalyst; non-rutile.,"FeNi alloy/N-doped carbon bifunctional oxygen electrocatalyst, no rutile oxide, no abstract.",PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S08777,,Interfacial aspects involved in the operation of Si-based lithium-ion microbatteries,2019-10-29,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,Si-based Li-ion microbattery interfaces dissertation; unrelated to OER.,"Si-based Li-ion microbattery interfaces; dissertation, empty abstract",PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S08778,10.15407/hftp10.04.377,The influence of titanium dioxide modification by sulfur and carbon on physico-chemical and photocatalytic properties,2019-11-29,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,"TiO2/S/C photocatalyst characterization; no OER, no computation.",S/C-doped TiO2 photocatalytic properties; rutile phase noted but no OER.,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S08779,10.1149/2.040195jes,Correlated Single-Molecule Reaction Imaging and Photocurrent Measurements Reveal Underlying Rate Processes in Photoelectrochemical Water Splitting,2019-01-01,POSSIBLY_RELEVANT,POSSIBLY_RELEVANT,Single-molecule study of water oxidation kinetics on TiO2 photoanode,Single-molecule imaging of water oxidation intermediates on TiO2 photoanode.,FULL_TEXT_REVIEW,NOT_DECIDED,NOT_CODED
S08780,10.3389/fchem.2019.00780,Hydrogen Production During Ethylene Glycol Photoreactions Over Ag-Pd/TiO2 at Different Partial Pressures of Oxygen,2019-11-22,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,"Ag-Pd/TiO2 photoreaction hydrogen production, no OER.",Ag-Pd/TiO2 photoreforming for H2 production; not OER.,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S08781,10.34626/evfe-vq39,"Contributo para o conhecimento da metalogénese da mina da Bejanca, distrito de Viseu",2019-10-28,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,"Metallogenesis of Bejanca mine, Portugal; geology, unrelated.",Metallogenesis of Bejanca mine dissertation; unrelated field.,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S08782,10.3390/ma12233943,White and Red Brazilian São Simão’s Kaolinite–TiO2 Nanocomposites as Catalysts for Toluene Photodegradation from Aqueous Solutions,2019-11-28,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,Kaolinite-TiO2 nanocomposites for toluene photodegradation; not OER.,Kaolinite-TiO2 nanocomposites for toluene photodegradation; not OER,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S08783,10.1038/s41598-019-52662-z,Influence of confinement on free radical chemistry in layered nanostructures,2019-11-20,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,Muon spectroscopy study of confinement effects in talc; unrelated.,Muonium spectroscopy of confined H atoms in talc; unrelated field,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S08784,10.1002/cctc.201901951,"Oxygen Evolution on Metal‐oxy‐hydroxides: Beneficial Role of Mixing Fe, Co, Ni Explained via Bifunctional Edge/acceptor Route",2019-12-02,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,Computational OER study on Fe/Co/Ni oxyhydroxides; non-rutile material family.,OER on metal-oxy-hydroxide (Fe/Co/Ni) catalysts; non-rutile family.,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S08785,10.3390/min9120734,Origin and Evolution of High-Mg Carbonatitic and Low-Mg Carbonatitic to Silicic High-Density Fluids in Coated Diamonds from Udachnaya Kimberlite Pipe,2019-11-28,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,Diamond kimberlite fluid-inclusion geology; unrelated field.,Geology diamond microinclusions; unrelated field,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S08786,10.3390/min9120727,Episodic Fluid Action in Chinese Southwestern Tianshan HP/UHP Metamorphic Belt: Evidence from U–Pb Dating of Zircon in Vein and Host Eclogite,2019-11-25,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,Zircon U-Pb dating metamorphic geology,U-Pb dating of zircon in HP/UHP metamorphic vein/eclogite; unrelated field,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S08787,10.3390/catal9120982,Synthesis of Plasmonic Photocatalysts for Water Splitting,2019-11-22,CLEARLY_IRRELEVANT,POSSIBLY_RELEVANT,Plasmonic photocatalyst review for water splitting; no OER electrocatalysis.,Review of plasmonic photocatalysts for water splitting,FULL_TEXT_REVIEW,NOT_DECIDED,NOT_CODED
S08788,10.1007/s11356-019-06703-9,"Comparison of radical-driven technologies applied for paraben mixture degradation: mechanism, biodegradability, toxicity and cost assessment",2019-11-20,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,"Paraben degradation AOP study, unrelated",Comparison of AOPs for paraben degradation; not OER.,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S08789,10.1002/aenm.201902494,3D Carbon Materials for Efficient Oxygen and Hydrogen Electrocatalysis,2019-11-28,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,Review of 3D carbon electrocatalysts for OER/HER; non-rutile.,"review of 3D carbon materials for electrocatalysis, no rutile oxide",PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S08790,10.1016/j.oregeorev.2019.103252,"Magmatic-hydrothermal evolution of rare metal pegmatites from the Mesoproterozoic Orange River pegmatite belt (Namaqualand, South Africa)",2019-11-26,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,Rare-metal pegmatite magmatic-hydrothermal evolution; unrelated.,"Magmatic-hydrothermal evolution of pegmatites; geology, unrelated.",PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S08791,10.1038/s41598-019-53651-y,Evolution of large area TiS2-TiO2 heterostructures and S-doped TiO2 nano-sheets on titanium foils,2019-11-29,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,TiS2-TiO2 heterostructure growth study; no OER.,TiS2-TiO2 heterostructure synthesis on Ti foils; not OER.,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S08792,10.1088/2515-7639/ab5a31,"Modification of TiO2 with hBN: high temperature anatase phase stabilisation and photocatalytic degradation of 1,4-dioxane",2019-11-21,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,"hBN-anatase TiO2 DFT interface study, no OER","hBN-modified anatase TiO2, DFT of adsorption, not OER, non-rutile phase.",PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S08793,,Emerging contaminants removal by light driven ozonation and biofiltration,2019-11-18,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,Dissertation on contaminant removal by ozonation; unrelated.,Light-driven ozonation and biofiltration for contaminant removal; unrelated.,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S08794,10.1039/c9nr09024j,Correlation between in situ structural and optical characterization of the semiconductor-to-metal phase transition of VO 2 thin films on sapphire,2019-11-22,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,VO2 semiconductor-to-metal transition study; no OER.,Structural/optical study of VO2 thin film phase transition; no OER.,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S08795,,On the development of memristive devices for electroforming-free and analog memristive crossbar arrays,2018-09-21,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,Development of memristive crossbar array devices dissertation; unrelated to OER.,"Dissertation on memristive devices, unrelated field",PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S08796,10.5204/thesis.eprints.133765,A Study of Nanotextured Surface Production for Bactericidal Surfaces on Orthopaedic Implants Using the Hydrothermal Method,2019-01-01,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,"Nanotextured TiO2 for bactericidal implants, no OER.","TiO2 nanostructures for bactericidal implant surfaces, no OER.",PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S08797,10.1016/j.gsf.2019.10.007,"Metamorphism and geochronology of garnet amphibolite from the Beishan Orogen, southern Central Asian Orogenic Belt: Constraints from P-T path and zircon U-Pb dating",2019-11-25,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,"Metamorphism/geochronology of garnet amphibolite, unrelated field.","Garnet amphibolite metamorphism geochronology; geology, unrelated field",PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S08798,10.70675/3485cd27z7673z4cb5z86b0z91f882c85282,Exploring the coordination properties of acridine-based tridentate ligands on ruthenium,2019-11-26,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,"Ru coordination complex photophysics, unrelated to OER.","Ru coordination-complex photophysics dissertation, no OER",PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S08799,10.26174/thesis.lboro.10323308.v1,Photoelectrochemical and photocatalytic production of solar fuels,2019-01-01,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,"Photoelectrochemical solar-fuel thesis focused on ammonia synthesis, not OER.",Dissertation on photocatalytic ammonia solar fuel synthesis; no OER/CHE calc,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S08800,10.1515/cse-2019-0003,"A review on CO oxidation, methanol synthesis, and propylene epoxidation over supported gold catalysts",2019-01-01,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,"Review of CO oxidation/methanol synthesis on Au catalysts, no OER",Review of CO oxidation/methanol synthesis over gold catalysts; not OER.,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S08801,10.1016/j.chemosphere.2019.125455,Photoelectrolysis of clopyralid wastes with a novel laser-prepared MMO-RuO2TiO2 anode,2019-11-25,POSSIBLY_RELEVANT,POSSIBLY_RELEVANT,"MMO-RuO2-TiO2 anode used in photoelectrolysis; empty abstract, rutile materials explicit.","Laser-prepared mixed metal oxide RuO2-TiO2 anode; rutile-type anode material, no abstract.",FULL_TEXT_REVIEW,NOT_DECIDED,NOT_CODED
S08802,10.1002/advs.201901614,Progress and Challenges Toward the Rational Design of Oxygen Electrocatalysts Based on a Descriptor Approach,2019-11-27,POSSIBLY_RELEVANT,POSSIBLY_RELEVANT,Review of oxygen electrocatalysis (OER/ORR) descriptor approaches,Review of descriptor-based design of oxygen electrocatalysts (ORR/OER),FULL_TEXT_REVIEW,NOT_DECIDED,NOT_CODED
S08803,10.14716/ijtech.v10i6.3766,Advancement of New Materials and Methods for Enhancing the Qualityof the Engineering Process,2019-11-25,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,Vague materials/engineering process paper; no indication of OER or rutile.,"vague materials-engineering overview article, unrelated",PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S08804,10.30799/jespr.184.19050405,Disinfection of Naturally Contaminated Underground Well Water in an Electrochemical Cell with Platinum/Carbon Black-Based Anodes,2019-11-27,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,"Pt/carbon black anode for water disinfection, unrelated",Pt/carbon anode for water disinfection; unrelated to OER,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S08805,,Design and physico-chemical characterization of metal-containing nanoparticles for antimicrobial coatings,2019-11-13,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,Antimicrobial ZnO/Ag nanoparticle coatings dissertation.,Ag/ZnO antimicrobial nanoparticle coatings; no OER.,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S08806,10.1021/acs.jpcc.9b05015,Effect of the Solvent on the Oxygen Evolution Reaction at the TiO 2 –Water Interface,2019-07-08,LIKELY_RELEVANT,LIKELY_RELEVANT,Explicit CHE-method OER overpotential calculation on rutile TiO2 water interface.,Explicitly computes OER overpotentials on rutile TiO2 using computational hydrogen electrode method with solvent effects.,FULL_TEXT_REVIEW,NOT_DECIDED,NOT_CODED
S08807,10.1016/j.precamres.2019.105549,"Dynamic carbon and sulfur cycling in the aftermath of the Lomagundi-Jatuli Event: Evidence from the Paleoproterozoic Hutuo Supergroup, North China Craton",2019-11-23,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,Carbon and sulfur cycling in Precambrian supergroup; unrelated geology.,"Precambrian carbon/sulfur cycling geology, unrelated field.",PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S08808,10.1039/c9ra08286g,"Synthesis of Au-decorated three-phase-mixed TiO 2 /phosphate modified active carbon nanocomposites as easily-recycled efficient photocatalysts for degrading high-concentration 2,4-DCP",2019-01-01,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,"Au-decorated TiO2 photocatalyst for DCP degradation, no OER",Au-decorated mixed-phase TiO2/phosphate photocatalyst for pollutant degradation; no OER.,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S08809,10.1007/s40820-019-0335-4,Recent Progress and Approaches on Carbon-Free Energy from Water Splitting,2019-11-22,CLEARLY_IRRELEVANT,POSSIBLY_RELEVANT,General review of water-splitting for solar fuel; no rutile-OER DFT focus.,"Review of carbon-free water splitting energy, may cover rutile OER.",FULL_TEXT_REVIEW,NOT_DECIDED,NOT_CODED
S08810,10.1016/b978-0-444-64108-3.00008-2,Can geodiversity help to save the soil archives?,2019-01-01,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,Book chapter on geodiversity and soil archives; unrelated field.,"Geodiversity/soil archive book chapter, unrelated field.",PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S08811,10.1002/celc.201901541,Ni−Fe (Oxy)hydroxide Modified Graphene Additive Manufactured (3D‐Printed) Electrochemical Platforms as an Efficient Electrocatalyst for the Oxygen Evolution Reaction,2019-11-18,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,Ni-Fe (oxy)hydroxide 3D-printed OER electrode; not rutile.,Ni-Fe (oxy)hydroxide 3D-printed OER electrocatalyst; not rutile,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S08812,10.15421/081910,THE SYNTHESIS AND ELECTROCATALYTIC ACTIVITY OF PbO2-POLYELECTROLYTE AND PbO2-SURFACTANT COMPOSITE COATINGS,2019-08-16,POSSIBLY_RELEVANT,POSSIBLY_RELEVANT,Experimental OER on PbO2 (rutile) composite coatings; mentions adsorption-energy calculations.,PbO2 (rutile-type) composite coatings with oxygen evolution overpotential measurements.,FULL_TEXT_REVIEW,NOT_DECIDED,NOT_CODED
S08813,10.32434/0321-4095-2019-127-6-39-46,Electrooxidation of chloride-ions on Ti/Pt anodes,2019-11-01,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,"Chloride electrooxidation on Pt anode, not rutile oxide","Electrooxidation of chloride ions on Ti/Pt anodes; OER only a side process, not rutile oxide focus.",PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S08814,10.1002/anie.201913080,Regulating the Spin State of FeIII by Atomically Anchoring on Ultrathin Titanium Dioxide for Efficient Oxygen Evolution Electrocatalysis,2019-11-19,POSSIBLY_RELEVANT,POSSIBLY_RELEVANT,FeIII anchored on ultrathin TiO2 for OER with DFT-predicted electronic structure.,"Fe(III) anchored on ultrathin TiO2 for OER with DFT-predicted electronic structure; TiO2 support, spin-state focus.",FULL_TEXT_REVIEW,NOT_DECIDED,NOT_CODED
S08815,10.15407/hftp10.04.398,Synthesis O-g-C3N4/TiO2 rutile composite material for photocatalytic application,2019-11-29,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,g-C3N4/TiO2 rutile composite for photocatalysis; no OER or computation.,"O-doped g-C3N4/rutile TiO2 composite for photocatalysis, no OER",PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S08816,10.1016/j.corsci.2019.108358,Degradation of Ir-Ta oxide coated Ti anodes in sulfuric acid solutions containing fluoride,2019-11-22,POSSIBLY_RELEVANT,POSSIBLY_RELEVANT,"No abstract; title on Ir-Ta oxide anode degradation, in-field rutile-related anode material.",Degradation study of Ir-Ta rutile-type oxide DSA anode coatings,FULL_TEXT_REVIEW,NOT_DECIDED,NOT_CODED
S08817,10.1021/acsaem.9b01642,Effect of Base on the Facile Hydrothermal Preparation of Highly Active IrOx Oxygen Evolution Catalysts,2019-12-05,POSSIBLY_RELEVANT,POSSIBLY_RELEVANT,Experimental IrOx OER catalyst compared to rutile IrO2; no calculation stated but rutile OER material.,IrOx OER catalysts compared to crystalline rutile-IrO2 benchmark.,FULL_TEXT_REVIEW,NOT_DECIDED,NOT_CODED
S08818,10.3390/w11122579,Reductive/Oxidative Sequential Bioelectrochemical Process for Perchloroethylene Removal,2019-12-06,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,"Bioelectrochemical dechlorination process; OER only incidental, no rutile material.",Bioelectrochemical removal of perchloroethylene; unrelated to OER.,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S08819,10.1088/2053-1591/ab5e2f,Modification of mechanical properties of submerged arc welds by adding Mn2O3- or TiO2-NPs directly to the beveled surface of low-carbon steels,2019-12-03,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,"Mn2O3/TiO2 nanoparticle additive in welds, mechanical property study, unrelated to OER.",Mn2O3/TiO2 nanoparticle additive for welding mechanical properties; unrelated,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S08820,10.1016/j.lithos.2019.105316,"Subduction-related hybridization of the lithospheric mantle revealed by trace element and Sr-Nd-Pb isotopic data in composite xenoliths from Tallante (Betic Cordillera, Spain)",2019-12-03,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,"Mantle xenolith petrology, unrelated.",Mantle xenolith geochemistry; unrelated field.,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S08821,10.1016/j.jhazmat.2019.121768,Treatment of landfill leachate using magnetically attracted zero-valent iron powder electrode in an electric field,2019-12-05,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,Landfill leachate treatment with zero-valent iron electrode; unrelated.,"Landfill leachate treatment with zero-valent iron electrode, unrelated",PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S08822,10.3390/min9120753,"Mineralogy and Distribution of Critical Elements in the Sn–W–Pb–Ag–Zn Huanuni Deposit, Bolivia",2019-12-04,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,Mineral deposit mineralogy study; unrelated.,Mineralogy of Sn-W-Pb-Ag-Zn ore deposit; unrelated geology.,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S08823,10.1021/acs.chemmater.9b03202,Cation Ordering and Redox Chemistry of Layered Ni-Rich LixNi1–2yCoyMnyO2: An Operando Raman Spectroscopy Study,2019-12-06,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,"Li-ion NCM cathode Raman/DFT phonon study, battery not OER.",Operando Raman/DFT phonon study of Li-ion NCM cathodes; no OER.,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S08824,10.1016/j.matdes.2019.108396,Optical switching and nanothermochromic studies of VO2(M) nanoparticles prepared by mild thermolysis method,2019-12-02,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,VO2 nanoparticle thermochromic optical switching; unrelated to OER.,VO2 nanoparticle thermochromic optical switching study; unrelated,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S08825,10.7150/thno.40715,Biomineralized Bimetallic Oxide Nanotheranostics for Multimodal Imaging-Guided Combination Therapy,2019-12-06,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,IrO2-MnO2 biomedical nanotheranostics for cancer therapy; not electrocatalysis.,IrO2-MnO2 nanotheranostic agent for cancer imaging/therapy,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S08826,10.1093/petrology/egz056,Experimental Melting of Hydrothermally Altered Rocks: Constraints for the Generation of Low-δ18O Rhyolites in the Central Snake River Plain,2019-10-01,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,"Experimental melting of hydrothermally altered rocks, rhyolite petrogenesis; unrelated field",Experimental petrology of rhyolite melting; unrelated field.,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S08827,10.15488/7994,"Untersuchungen zur Toxizität unterschiedlicher Nanomaterialien auf verschiedene Zelllinien, mesenchymale Stammzellen und 3D-Gewebestrukturen",2012-01-01,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,Nanomaterial toxicity study on cell lines; unrelated field.,Nanomaterial toxicity on cell lines dissertation; no OER,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S08828,10.1039/c9cp04618f,Graphene-covered transition metal halide molecules as efficient and durable electrocatalysts for oxygen reduction and evolution reactions,2019-01-01,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,"Graphene-covered metal halide DFT OER/ORR catalysts, non-rutile","DFT screening of graphene-covered transition metal halides for ORR/OER, non-rutile.",PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S08829,10.1016/j.isci.2019.100756,A Co-Doped Nanorod-like RuO2 Electrocatalyst with Abundant Oxygen Vacancies for Acidic Water Oxidation,2019-12-04,LIKELY_RELEVANT,LIKELY_RELEVANT,Co-doped RuO2 acidic OER catalyst with DFT calculations,Co-doped RuO2 nanorod OER electrocatalyst with explicit DFT calculations supporting a lattice-oxygen mechanism on rutile RuO2.,FULL_TEXT_REVIEW,NOT_DECIDED,NOT_CODED
S08830,10.1038/s41598-019-54675-0,Transcriptome changes in undifferentiated Caco-2 cells exposed to food-grade titanium dioxide (E171): contribution of the nano- and micro- sized particles,2019-12-04,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,"Transcriptome effects of food-grade TiO2 in cells, toxicology",Toxicology of food-grade TiO2 in cell transcriptome; unrelated field.,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S08831,10.25781/kaust-928qz,Photocatalytic hydrogen evolution by using organic semiconductors nanoparticles,2019-01-01,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,Photocatalytic H2 evolution with organic semiconductors dissertation,"Organic semiconductor photocatalytic hydrogen evolution; no OER, non-oxide.",PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S08832,10.11370/isj.58.633,Surface Analysis of Various Oxide Materials by using NIR Spectroscopy —Is Silica Surface Really Hydrophilic?—,2019-12-10,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,NIR spectroscopy of oxide surface hydrophilicity; unrelated to OER.,"NIR spectroscopy surface analysis of oxide materials/silica hydrophilicity; no OER, no computation.",PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S08833,10.3929/ethz-b-000365195,Pseudocapacitive Materials for High-power Li+/Na+ Storage,2019-01-01,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,"Pseudocapacitive materials for Li/Na storage dissertation; RuO2 mentioned historically only, not OER","Pseudocapacitive Li/Na storage thesis; RuO2 mentioned historically only, no OER calc.",PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S08834,10.1093/nsr/nwz198,Large dipole moment induced efficient bismuth chromate photocatalysts for wide-spectrum driven water oxidation and complete mineralization of pollutants,2019-11-28,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,"Bismuth chromate photocatalyst for water oxidation; non-rutile, no computation.",Bismuth chromate photocatalytic water oxidation; non-rutile material,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S08835,10.1039/c9cy02121c,In situ study of metal leaching from Pd/Al 2 O 3 induced by K 2 CO 3,2019-12-03,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,"Pd/Al2O3 metal leaching mechanism study, unrelated","In situ study of Pd leaching from Pd/Al2O3, not OER",PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S08836,10.7166/30-3-2233,A SYSTEMATIC LITERATURE REVIEW ON THE TITANIUM METAL PRODUCT VALUE CHAIN,2019-11-01,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,"Systematic review of titanium metal value chain; industrial, not electrocatalysis",Systematic review of titanium metal value chain; unrelated field.,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S08837,10.3390/catal9121017,Performance Improvement in Direct Methanol Fuel Cells by Using CaTiO3-δ Additive at the Cathode,2019-12-02,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,"CaTiO3 additive for ORR in DMFC; non-rutile, ORR only.","CaTiO3 additive for ORR in direct methanol fuel cells; not OER, not rutile.",PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S08838,10.2465/jmps.190509,FeAlO3 under ultrahigh–temperature metamorphic conditions: Experimental evidence from the sillimanite–Fe2O3 and sillimanite–Fe3O4 systems,2019-01-01,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,"FeAlO3 ultrahigh-temperature metamorphic mineralogy experiment; geology, unrelated.","FeAlO3 formation under ultrahigh-temperature metamorphism; geology, unrelated.",PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S08839,10.3390/min9120759,Trace Element Distribution in Magnetite Separates of Varying Origin: Genetic and Exploration Significance,2019-12-06,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,Magnetite trace element geology; unrelated field.,"Magnetite trace-element ore exploration geology, unrelated field",PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S08840,10.1088/1755-1315/375/1/012009,Mineral and Geochemistry Study of Lower Kutai Basin Coal East Kalimantan,2019-11-01,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,"Coal geochemistry, unrelated","Coal mineralogy/geochemistry study, rutile only trace mineral",PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
